id,url,aspect,date,elevation,lat,lng,observerName,has_photo,has_video,snow_profile,primaryAvalancheProblem,avalancheProblem,region,roles,redFlags
96374,https://utahavalanchecenter.org/observation/96374,,20250410,Unknown,40.534809979425,-111.67783334252,Gagne/Frey,1,0,0,,Array,"Salt Lake","UAC Staff",Array
96373,https://utahavalanchecenter.org/observation/96373,,20250410,Unknown,40.541673297746,-111.68424918648,Manship,0,0,0,"Wet Snow",Array,"Lake Peak","UAC Staff",Array
96326,https://utahavalanchecenter.org/observation/96326,,20250409,Unknown,40.62214464582,-111.56931100997,Hardesty,1,0,0,"Normal Caution",Array,"Mickey Mouse Mine","UAC Staff",Array
96214,https://utahavalanchecenter.org/observation/96214,,20250406,Unknown,40.594237479114,-111.72061994071,Champion,0,0,0,"Wet Snow",Array,"Salt Lake Twins","UAC Staff",Array
96210,https://utahavalanchecenter.org/observation/96210,,20250406,Unknown,40.595318194258,-111.653457427,Kelly,0,0,0,"Wet Snow",Array,"Salt Lake","UAC Staff",Array
96167,https://utahavalanchecenter.org/observation/96167,,20250405,Unknown,40.637285282197,-111.57658461598,"Kelly, Park City Snow Safety",0,0,0,"Wind Drifted Snow",Array,"Park City Ridgeline","UAC Staff",Array
96078,https://utahavalanchecenter.org/observation/96078,,20250403,Unknown,40.61447775212,-111.69344900757,Gagne/Pease/Johnston,1,0,0,,Array,Santiago,"UAC Staff",Array
96074,https://utahavalanchecenter.org/observation/96074,,20250403,Unknown,40.597000460011,-111.66367127893,"Kelly, Worthen",0,0,0,"New Snow",Array,"Cardiff Fork","UAC Staff",Array
95972,https://utahavalanchecenter.org/observation/95972,,20250401,Unknown,40.654675681848,-111.62659242151,"Champion & UAC NP Staff",0,0,0,"New Snow",Array,"Salt Lake","UAC Staff",Array
95961,https://utahavalanchecenter.org/observation/95961,,20250401,Unknown,40.593884365338,-111.61534860131,Gagne/Johnston,1,0,0,"New Snow",Array,"Little Cottonwood Canyon","UAC Staff",Array
95915,https://utahavalanchecenter.org/observation/95915,,20250331,Unknown,40.594716865632,-111.56273438929,Champion,0,0,0,"Wind Drifted Snow",Array,"Brighton Perimeter","UAC Staff",Array
95870,https://utahavalanchecenter.org/observation/95870,,20250330,Unknown,40.643126101713,-111.63766458032,"Kelly, Wessler",0,0,0,"New Snow",Array,"Big Cottonwood Canyon","UAC Staff",Array
95812,https://utahavalanchecenter.org/observation/95812,,20250329,Unknown,40.532251601742,-111.67920663354,"Kelly, Evatt",0,0,0,"New Snow",Array,"White Pine","UAC Staff",Array
95805,https://utahavalanchecenter.org/observation/95805,,20250328,Unknown,40.583765221251,-111.58138110636,Meisenheimer,0,0,0,"Wet Snow",Array,"Pioneer Bowl","UAC Staff",Array
95625,https://utahavalanchecenter.org/observation/95625,,20250325,Unknown,40.667598573155,-111.68534605415,"Hardesty. Keeling, Passey",0,0,0,"Wet Snow",Array,"Gobblers Knob","UAC Staff",Array
95589,https://utahavalanchecenter.org/observation/95589,,20250324,Unknown,40.647156292549,-111.51178244621,"Hardesty and PCMR avalanche teams",0,0,0,"Wet Snow",Array,"Park City Ski Resort","UAC Staff",Array
95529,https://utahavalanchecenter.org/observation/95529,,20250323,Unknown,40.535697557697,-111.6980409494,"Champion & Wilson & Whitefields & Fuys",0,0,0,,Array,"No Name Baldy","UAC Staff",Array
95511,https://utahavalanchecenter.org/observation/95511,,20250322,Unknown,40.600088730061,-111.55852785917,Gagne,0,0,0,,Array,10420,"UAC Staff",Array
95417,https://utahavalanchecenter.org/observation/95417,Northwest,20250321,9200,40.553442741259,-111.67032702477,Kelly,0,0,0,"Wind Drifted Snow",Array,"White Pine","UAC Staff",Array
95359,https://utahavalanchecenter.org/observation/95359,,20250320,Unknown,40.668553239731,-111.72396733757,Gagne/Pease/Oliver/Johnston,1,0,0,,Array,Neffs,"UAC Staff",Array
95355,https://utahavalanchecenter.org/observation/95355,North,20250319,8000,40.615795780293,-111.73842980857,"Donovan / Meisenheimer",1,0,0,,Array,"Broads Fork","UAC Staff",Array
95318,https://utahavalanchecenter.org/observation/95318,East,20250319,9400,40.613451744613,-111.66912152764,"Champion & Miller",0,0,0,,Array,"Georges Bowl","UAC Staff",Array
95311,https://utahavalanchecenter.org/observation/95311,North,20250319,9600,40.663502887515,-111.69697611243,Gagne/Oliver/Johnston/Heilweil,1,1,0,,Array,"Mill Creek Canyon","UAC Staff",Array
95251,https://utahavalanchecenter.org/observation/95251,Northwest,20250318,9400,40.594536109568,-111.60985543725,Kelly,0,0,0,"New Snow",Array,"Little Cottonwood Canyon","UAC Staff",Array
95250,https://utahavalanchecenter.org/observation/95250,,20250318,Unknown,40.650228606448,-111.61869599817,Gagne,1,0,0,"Wind Drifted Snow",Array,Cone,"UAC Staff",Array
95195,https://utahavalanchecenter.org/observation/95195,North,20250317,9300,40.636566106964,-111.57586648463,"Hardesty and Watson",1,0,0,"Wind Drifted Snow",Array,Monitors,"UAC Staff",Array
95120,https://utahavalanchecenter.org/observation/95120,,20250316,Unknown,40.60651230614,-111.64478852745,"Champion & Wilson & Whitefields",0,0,0,"Wind Drifted Snow",Array,"Chicken Sh#! Ridge","UAC Staff",Array
95068,https://utahavalanchecenter.org/observation/95068,North,20250315,9600,40.678619183851,-111.67150183231,Gagne/Oliver/Heilweil/Johnston/Banov,0,0,0,,Array,"Wilson Glade","UAC Staff",Array
95007,https://utahavalanchecenter.org/observation/95007,Northeast,20250314,8000,40.737750625674,-111.67259767053,"Champion & Talty",0,0,1,,Array,"Lambs Canyon","UAC Staff",Array
95004,https://utahavalanchecenter.org/observation/95004,North,20250314,9700,40.595753344041,-111.65135844262,Kelly,0,0,0,"New Snow",Array,"Little Cottonwood Canyon","UAC Staff",Array
94982,https://utahavalanchecenter.org/observation/94982,,20250314,Unknown,40.655948287019,-111.63065044793,Collett,0,0,0,"Wind Drifted Snow",Array,"Mill D North","UAC Staff",Array
94951,https://utahavalanchecenter.org/observation/94951,,20250313,Unknown,40.601444207823,-111.56058862207,Gagne,1,0,0,,Array,10420,"UAC Staff",Array
94925,https://utahavalanchecenter.org/observation/94925,North,20250312,10000,40.613971460814,-111.64345815179,"Tremper / Meisenheimer",0,1,0,,Array,"Days Draw","UAC Staff",Array
94899,https://utahavalanchecenter.org/observation/94899,North,20250312,9300,40.601843123696,-111.71330137759,"Hardesty and Manship",1,0,0,"Wind Drifted Snow",Array,"Broads Fork","UAC Staff",Array
94754,https://utahavalanchecenter.org/observation/94754,,20250309,Unknown,40.620398326813,-111.62862940343,"Hardesty, Barros, Moyer",1,0,0,"Wet Snow",Array,Meadows,"UAC Staff",Array
94739,https://utahavalanchecenter.org/observation/94739,,20250309,Unknown,40.684952138352,-111.72182409673,Gagne/Johnston,1,0,0,,Array,"west porter","UAC Staff",Array
94672,https://utahavalanchecenter.org/observation/94672,,20250308,Unknown,40.543054731514,-111.69319703575,"Talty, Coyne, Stevens, G.",0,0,0,"Wind Drifted Snow",Array,"Red Pine","UAC Staff",Array
94657,https://utahavalanchecenter.org/observation/94657,North,20250308,8700,40.616588559852,-111.69017150398,"Champion & Wilson",0,0,0,,Array,Highline,"UAC Staff",Array
94610,https://utahavalanchecenter.org/observation/94610,,20250307,Unknown,40.60269797249,-111.62480189115,"Kelly, Hollander, Rensford",0,0,0,"New Snow",Array,"Silver Fork","UAC Staff",Array
94542,https://utahavalanchecenter.org/observation/94542,,20250306,Unknown,40.678410685476,-111.68453066261,Gagne/Johnston,1,0,0,,Array,"Yellow Jacket","UAC Staff",Array
94534,https://utahavalanchecenter.org/observation/94534,,20250306,Unknown,40.594419322551,-111.60907744081,"Kelly, Kelly, Miller",0,0,0,"New Snow",Array,"Little Cottonwood Canyon","UAC Staff",Array
94531,https://utahavalanchecenter.org/observation/94531,North,20250306,9600,40.62010932094,-111.55873774202,"Champion, Collett",1,0,0,"Wind Drifted Snow",Array,"Scotts Backdoor","UAC Staff",Array
94479,https://utahavalanchecenter.org/observation/94479,Northwest,20250305,8900,40.621749382076,-111.68560101982,"Manship & Collett",1,0,1,"New Snow",Array,"Mineral Fork","UAC Staff",Array
94478,https://utahavalanchecenter.org/observation/94478,Northeast,20250305,9000,40.661159695247,-111.64382293221,Meisenheimer,1,0,0,,Array,"Reynolds Pk","UAC Staff",Array
94430,https://utahavalanchecenter.org/observation/94430,North,20250304,9400,40.58591613843,-111.58633230837,Hardesty,0,0,1,,Array,"Brighton Perimeter","UAC Staff",Array
94429,https://utahavalanchecenter.org/observation/94429,,20250304,Unknown,40.591146970197,-111.60865380762,Gagne,1,0,0,,Array,"Little Cottonwood Canyon","UAC Staff",Array
94333,https://utahavalanchecenter.org/observation/94333,Northwest,20250302,9700,40.613963620054,-111.5601051238,Hardesty,0,0,1,,Array,"Scotts Backdoor","UAC Staff",Array
94280,https://utahavalanchecenter.org/observation/94280,Southeast,20250301,8900,40.514976428998,-111.75233438011,"Kelly, Evatt, Breen",0,0,1,"Wet Snow",Array,"Lone Peak","UAC Staff",Array
94250,https://utahavalanchecenter.org/observation/94250,,20250228,Unknown,40.614981358109,-111.69027879235,"Meisenheimer / Leven",1,0,0,,Array,Moonlight,"UAC Staff",Array
94233,https://utahavalanchecenter.org/observation/94233,Northwest,20250228,9900,40.630685739504,-111.58771111964,Kelly,0,0,1,"Persistent Weak Layer",Array,"Cottonwood Canyons","UAC Staff",Array
94188,https://utahavalanchecenter.org/observation/94188,Southeast,20250227,10000,40.584628911669,-111.60745217798,Gagne,1,0,0,,Array,"Little Cottonwood Canyon","UAC Staff",Array
94140,https://utahavalanchecenter.org/observation/94140,North,20250226,8000,40.856460640109,-111.66912152764,Meisenheimer,1,1,0,"Normal Caution",Array,"Boiler Hollow","UAC Staff",Array
94122,https://utahavalanchecenter.org/observation/94122,North,20250226,9400,40.666615873335,-111.6789691022,"Collett, Manship",1,1,0,"Persistent Weak Layer",Array,"Butler Basin","UAC Staff",Array
94043,https://utahavalanchecenter.org/observation/94043,North,20250224,8900,40.544703475573,-111.6753910354,"Collett, Manship",0,0,1,"Persistent Weak Layer",Array,"White Pine","UAC Staff",Array
93965,https://utahavalanchecenter.org/observation/93965,North,20250223,8000,40.723355979013,-111.69509588391,"Kelly, Manship",0,0,0,,Array,"Mt Aire","UAC Staff",Array
93907,https://utahavalanchecenter.org/observation/93907,East,20250222,9400,40.424999449672,-112.39949777113,"Kelly, Worthen",0,0,1,"Wind Drifted Snow",Array,"Stansbury Range","UAC Staff",Array
93901,https://utahavalanchecenter.org/observation/93901,,20250222,Unknown,40.369391305008,-112.25547387588,"Talty, Dunphey",1,0,0,"Persistent Weak Layer",Array,"Oquirrh Mountains","UAC Staff",Array
93828,https://utahavalanchecenter.org/observation/93828,,20250221,Unknown,40.861459145921,-111.69431283471,"Meisenheimer / Sugihara",1,0,0,,Array,"Big Mountain","UAC Staff",Array
93755,https://utahavalanchecenter.org/observation/93755,,20250220,Unknown,40.659075476042,-111.70821993261,Gagne/Garcia/Matthews,0,1,0,,Array,"Main Porter","UAC Staff",Array
93642,https://utahavalanchecenter.org/observation/93642,,20250218,Unknown,40.601499701889,-111.56054570673,"Champion & Miller",0,0,0,"Persistent Weak Layer",Array,10420,"UAC Staff",Array
93640,https://utahavalanchecenter.org/observation/93640,,20250218,Unknown,40.653619141767,-111.67424841435,Gagne,1,0,0,,Array,"Reynolds Pk","UAC Staff",Array
93631,https://utahavalanchecenter.org/observation/93631,West,20250218,10500,40.584368176114,-111.60092904566,"Kelly, Garcia",0,0,1,"Wind Drifted Snow",Array,"Little Cottonwood Canyon","UAC Staff",Array
93434,https://utahavalanchecenter.org/observation/93434,,20250215,Unknown,40.661909971887,-111.64577558038,"Champion & Talty",0,0,0,,Array,"Reynolds Peak","UAC Staff",Array
93420,https://utahavalanchecenter.org/observation/93420,North,20250215,8900,40.694426224251,-111.59745290278,Brackelsberg,1,0,1,"Wind Drifted Snow",Array,"Salt Lake","UAC Staff",Array
93322,https://utahavalanchecenter.org/observation/93322,West,20250214,10000,40.594014714692,-111.60813882348,Kelly,0,0,1,"Persistent Weak Layer",Array,"Little Cottonwood Canyon","UAC Staff",Array
93249,https://utahavalanchecenter.org/observation/93249,,20250213,Unknown,40.618209788419,-111.69655634672,Gagne/Dechet,1,0,0,"Wind Drifted Snow",Array,"Mineral Fork","UAC Staff",Array
93129,https://utahavalanchecenter.org/observation/93129,,20250211,Unknown,40.612186287478,-111.66684701439,"Champion & Talty & Whittaker & Bergstorm",0,0,0,"Persistent Weak Layer",Array,"Georges Bowl","UAC Staff",Array
93077,https://utahavalanchecenter.org/observation/93077,,20250210,Unknown,40.603440437875,-111.56648948192,Talty,1,0,0,,Array,"Lanes Leap","UAC Staff",Array
93027,https://utahavalanchecenter.org/observation/93027,Southwest,20250209,8800,40.599928353789,-111.61805479437,"UAC, UMA",0,0,0,"Persistent Weak Layer",Array,"Grizzly Gulch","UAC Staff",Array
92887,https://utahavalanchecenter.org/observation/92887,,20250207,Unknown,40.613873728007,-111.64311482903,"Meisenheimer / Champion",1,1,0,,Array,"Chicken Sh#! Ridge","UAC Staff",Array
92823,https://utahavalanchecenter.org/observation/92823,,20250206,Unknown,40.541854696266,-111.67628839013,Gagne/Johnston,1,0,0,,Array,"White Pine","UAC Staff",Array
92726,https://utahavalanchecenter.org/observation/92726,,20250204,Unknown,40.596230614835,-111.62101342676,Gagne,1,0,0,,Array,"Alta Periphery","UAC Staff",Array
92717,https://utahavalanchecenter.org/observation/92717,,20250204,Unknown,40.628181176324,-111.60264565942,Hardesty,0,0,0,,Array,"Big Cottonwood Canyon","UAC Staff",Array
92606,https://utahavalanchecenter.org/observation/92606,,20250202,Unknown,40.636822062851,-111.57663344059,Hardesty,0,0,0,"Persistent Weak Layer",Array,Monitors,"UAC Staff",Array
92513,https://utahavalanchecenter.org/observation/92513,,20250201,Unknown,40.637503597481,-111.66083886621,"Champion & Miller & Grandy",0,0,0,,Array,"Kessler Peak","UAC Staff",Array
92476,https://utahavalanchecenter.org/observation/92476,Northwest,20250131,8000,40.566882315886,-111.69390513894,Kelly,0,1,1,,Array,"Pink Pine","UAC Staff",Array
92424,https://utahavalanchecenter.org/observation/92424,,20250130,Unknown,40.620588453717,-111.64766385552,Gagne/Johnston,1,1,0,,Array,Cardiff/Silver/Days,"UAC Staff",Array
92407,https://utahavalanchecenter.org/observation/92407,West,20250129,10000,40.600293400173,-111.61787508639,"Talty, Champion",1,0,1,,Array,"Davenport Hill","UAC Staff",Array
92224,https://utahavalanchecenter.org/observation/92224,,20250126,Unknown,40.603286688023,-111.55865743158,"Champion & Talty & Gagne",0,0,0,,Array,10420,"UAC Staff",Array
92167,https://utahavalanchecenter.org/observation/92167,,20250125,Unknown,40.555253937747,-111.70217356295,Gagne/Duvernay,0,0,0,,Array,"Red Pine","UAC Staff",Array
92061,https://utahavalanchecenter.org/observation/92061,North,20250123,8000,0,0,Gagne,1,0,0,"Persistent Weak Layer",Array,"Mt Aire","UAC Staff",Array
92000,https://utahavalanchecenter.org/observation/92000,Northeast,20250122,8800,40.676496630593,-111.65596647771,"Hardesty and Diegel",0,0,1,"Wind Drifted Snow",Array,"Soldier Fork","UAC Staff",Array
91854,https://utahavalanchecenter.org/observation/91854,South,20250119,10000,40.599446713531,-111.64704008609,Kelly,0,0,1,"Persistent Weak Layer",Array,"Toledo Bowl","UAC Staff",Array
91759,https://utahavalanchecenter.org/observation/91759,Northwest,20250117,8900,40.603392072892,-111.71514823433,"Trenbeath, White",0,0,0,"Persistent Weak Layer",Array,"Blue Ice","UAC Staff",Array
91693,https://utahavalanchecenter.org/observation/91693,Northwest,20250116,7600,40.659904112055,-111.75152956158,"Manship and Collett",1,0,0,"Wind Drifted Snow",Array,Neffs,"UAC Staff",Array
91650,https://utahavalanchecenter.org/observation/91650,,20250115,Unknown,40.61444054587,-111.72151564271,"Champion, Antenucci, Jenson, Conover",0,0,0,"Persistent Weak Layer",Array,"Broads Fork","UAC Staff",Array
91584,https://utahavalanchecenter.org/observation/91584,Northwest,20250114,9300,40.667685592607,-111.67617960483,"Hardesty and Pagnucco",1,0,1,"Persistent Weak Layer",Array,"Butler Basin","UAC Staff",Array
91572,https://utahavalanchecenter.org/observation/91572,South,20250114,8800,40.591302089185,-111.63841946633,Kelly,0,0,1,"Wet Snow",Array,"Atwater Study Plot","UAC Staff",Array
91532,https://utahavalanchecenter.org/observation/91532,West,20250113,10200,40.601292558077,-111.6160082689,"Champion & Whitefields",0,0,1,"Persistent Weak Layer",Array,"Grizzly Gulch","UAC Staff",Array
91476,https://utahavalanchecenter.org/observation/91476,Northeast,20250112,9100,40.662457122099,-111.62963941095,"Manship, Collett, & Meyer",1,0,1,"Wind Drifted Snow",Array,"Mill D North","UAC Staff",Array
91468,https://utahavalanchecenter.org/observation/91468,Southeast,20250112,10200,40.583578138113,-111.59845991643,"Kelly, Wessler",1,0,1,,Array,Tuscarora,"UAC Staff",Array
91453,https://utahavalanchecenter.org/observation/91453,,20250112,Unknown,40.621975207851,-111.70263691455,Gagne/Johnston,1,1,0,"Persistent Weak Layer",Array,"East Mineral","UAC Staff",Array
91411,https://utahavalanchecenter.org/observation/91411,,20250111,Unknown,40.73407659431,-111.6698510885,"Talty, Larson, Stevens",1,0,0,"Persistent Weak Layer",Array,"Parleys Canyon","UAC Staff",Array
91390,https://utahavalanchecenter.org/observation/91390,,20250111,Unknown,40.634192701248,-111.56204961007,"Meisenheimer / Wessler / Sparks",0,1,0,"Wind Drifted Snow",Array,"No Name Bowl","UAC Staff",Array
91356,https://utahavalanchecenter.org/observation/91356,North,20250110,8400,40.886996876158,-111.76097630173,"Kelly, Thompson, Spencer",0,0,1,"Wind Drifted Snow",Array,"Session Mountains","UAC Staff",Array
91300,https://utahavalanchecenter.org/observation/91300,,20250109,Unknown,40.662370629415,-111.69873161822,Gagne/Johnston/Pease/Frey,1,0,0,"Persistent Weak Layer",Array,"Raymond Glade","UAC Staff",Array
91198,https://utahavalanchecenter.org/observation/91198,,20250107,Unknown,40.614468273001,-111.63832976815,Meisenheimer,1,0,0,"Persistent Weak Layer",Array,"Chicken Sh#! Ridge","UAC Staff",Array
91193,https://utahavalanchecenter.org/observation/91193,,20250107,Unknown,40.851607140858,-111.75282238632,Manship,1,0,0,,Array,"Grandview Peak","UAC Staff",Array
91192,https://utahavalanchecenter.org/observation/91192,,20250107,Unknown,40.550310860595,-111.7078129074,Gagne/Johnston,1,1,0,"Persistent Weak Layer",Array,"Maybird Gulch","UAC Staff",Array
91134,https://utahavalanchecenter.org/observation/91134,,20250106,Unknown,40.682880984702,-111.68347671028,"Champion & Gagne",0,0,0,"Persistent Weak Layer",Array,"Yellow Jacket","UAC Staff",Array
91081,https://utahavalanchecenter.org/observation/91081,,20250105,Unknown,40.594649468617,-111.60887091072,Kelly,0,0,0,"Persistent Weak Layer",Array,"Twin Lakes Pass","UAC Staff",Array
91078,https://utahavalanchecenter.org/observation/91078,,20250105,Unknown,40.62140546969,-111.6952355146,"Meisenheimer / Hardesty",1,1,0,"Persistent Weak Layer",Array,"Mineral Fork","UAC Staff",Array
90951,https://utahavalanchecenter.org/observation/90951,,20250103,Unknown,40.600618824201,-111.64609594852,"Hardesty, Wilson, and Keeling",0,1,0,"Persistent Weak Layer",Array,"Toledo Bowl","UAC Staff",Array
90877,https://utahavalanchecenter.org/observation/90877,North,20250101,9800,0,0,"UAC Staff",1,0,1,,Array,"Davenport Hill","UAC Staff",Array
90803,https://utahavalanchecenter.org/observation/90803,Northeast,20241231,9600,40.645418864056,-111.59665747196,"Collett, Manship, Jeppson",1,1,1,"Persistent Weak Layer",Array,"Salt Lake","UAC Staff",Array
90601,https://utahavalanchecenter.org/observation/90601,,20241229,Unknown,40.662142751247,-111.64583845648,"Hardesty and Wilson",0,0,0,,Array,"Reynolds Pk","UAC Staff",Array
90572,https://utahavalanchecenter.org/observation/90572,,20241229,Unknown,40.664819253274,-111.70915602357,"Champion & Andrews",0,0,0,"Persistent Weak Layer",Array,"Main Porter","UAC Staff",Array
90476,https://utahavalanchecenter.org/observation/90476,,20241228,Unknown,40.661371299547,-111.6273648977,Gagne/Duvernay,1,1,0,"Persistent Weak Layer",Array,"Mill D North","UAC Staff",Array
90422,https://utahavalanchecenter.org/observation/90422,Northwest,20241227,9900,40.600058945925,-111.6210079065,"Kelly, Kelly, Champion",0,0,1,"Wind Drifted Snow",Array,"Silver Fork","UAC Staff",Array
90358,https://utahavalanchecenter.org/observation/90358,,20241226,Unknown,40.659418003585,-111.63560464379,Gagne,1,0,0,"Persistent Weak Layer",Array,"Reynolds Peak","UAC Staff",Array
90294,https://utahavalanchecenter.org/observation/90294,,20241225,Unknown,40.604520112339,-111.56893565653,"Meisenheimer / Wessler",0,1,0,"Persistent Weak Layer",Array,10420,"UAC Staff",Array
90253,https://utahavalanchecenter.org/observation/90253,,20241224,Unknown,40.581239270177,-111.59783914087,Gagne,1,0,0,"Persistent Weak Layer",Array,"Catherine's Pass","UAC Staff",Array
90207,https://utahavalanchecenter.org/observation/90207,South,20241223,8800,40.591126670475,-111.63824780496,"Kelly, Brackelsberg, Talty, Morrison",1,0,1,"Persistent Weak Layer",Array,"Atwater Study Plot","UAC Staff",Array
90206,https://utahavalanchecenter.org/observation/90206,West,20241223,9600,40.585423193406,-111.58859877499,Hardesty,1,0,1,,Array,"Brighton Perimeter","UAC Staff",Array
90159,https://utahavalanchecenter.org/observation/90159,,20241222,Unknown,40.549699123575,-111.67281224724,"Champion & Talty",0,0,0,"Persistent Weak Layer",Array,"White Pine","UAC Staff",Array
90115,https://utahavalanchecenter.org/observation/90115,,20241221,Unknown,40.601053202452,-111.55938699244,Gagne/Duvernay,1,1,0,"Persistent Weak Layer",Array,10420,"UAC Staff",Array
90069,https://utahavalanchecenter.org/observation/90069,,20241220,Unknown,40.603339448689,-111.64180039078,"Meisenheimer / Roxbury",1,0,0,"Persistent Weak Layer",Array,"Upper Days","UAC Staff",Array
90021,https://utahavalanchecenter.org/observation/90021,,20241219,Unknown,40.599028898497,-111.63800790307,"Kelly, Kelly, Miller",0,0,0,"Persistent Weak Layer",Array,Silver/Days,"UAC Staff",Array
90020,https://utahavalanchecenter.org/observation/90020,,20241219,Unknown,40.664105817804,-111.7114789724,Gagne/Costa,1,1,0,"Persistent Weak Layer",Array,"Main Porter","UAC Staff",Array
89964,https://utahavalanchecenter.org/observation/89964,North,20241218,9900,40.623170175693,-111.56676843165,Talty,1,0,1,,Array,"Scott Hill","UAC Staff",Array
89712,https://utahavalanchecenter.org/observation/89712,North,20241215,10000,40.596526249658,-111.65063223451,"Kelly, Richards",0,0,1,"Persistent Weak Layer",Array,"Cardiff Pass","UAC Staff",Array
89620,https://utahavalanchecenter.org/observation/89620,North,20241213,9600,40.593035374417,-111.61779730231,"Kelly, Kelly",1,0,1,"Persistent Weak Layer",Array,"Grizzly Gulch","UAC Staff",Array
89575,https://utahavalanchecenter.org/observation/89575,,20241212,10400,40.586195340598,-111.608825469,Gagne,1,0,0,,Array,Wolverine,"UAC Staff",Array
89572,https://utahavalanchecenter.org/observation/89572,West,20241212,9400,40.613975003703,-111.56053427724,"Kelly, Kelly",1,0,1,"Persistent Weak Layer",Array,"Scotts Backdoor","UAC Staff",Array
89530,https://utahavalanchecenter.org/observation/89530,North,20241211,9700,40.632097914588,-111.57449319362,Manship,1,1,1,,Array,"Park City Ridgeline","UAC Staff",Array
89493,https://utahavalanchecenter.org/observation/89493,,20241210,9700,40.613681684572,-111.55853121192,"Hardesty and Nicoll",0,1,0,,Array,"Scotts Bowl","UAC Staff",Array
89480,https://utahavalanchecenter.org/observation/89480,,20241210,9300,40.610591097319,-111.64115201752,Meisenheimer,0,1,0,"Persistent Weak Layer",Array,"Banana Days","UAC Staff",Array
89329,https://utahavalanchecenter.org/observation/89329,,20241206,9800,40.543747039639,-111.67674286874,"Kelly, Kelly, Pennell",1,1,1,,Array,"White Pine","UAC Staff",Array
89289,https://utahavalanchecenter.org/observation/89289,,20241205,10400,40.588541859893,-111.60848214624,Gagne,1,0,0,,Array,"Grizzly Gulch","UAC Staff",Array
89227,https://utahavalanchecenter.org/observation/89227,North,20241203,9200,40.61009868896,-111.55376508234,Brackelsberg,1,0,1,"Persistent Weak Layer",Array,"Park City Ridgeline","UAC Staff",Array
89164,https://utahavalanchecenter.org/observation/89164,,20241202,9900,40.594557494818,-111.60904004572,"Champion & Antenucci",0,0,0,,Array,"Twin Lakes Pass","UAC Staff",Array
89065,https://utahavalanchecenter.org/observation/89065,,20241130,9600,40.618257310993,-111.55646874903,Gagne,1,0,0,"Persistent Weak Layer",Array,"Park City Ridgeline","UAC Staff",Array
89020,https://utahavalanchecenter.org/observation/89020,,20241129,9400,40.645516920369,-111.59794493229,"Hardesty and Wilson",1,0,0,,Array,"West Willow","UAC Staff",Array
88974,https://utahavalanchecenter.org/observation/88974,,20241128,9900,40.632849535779,-111.57672479151,Gagne/Duvernay,1,0,0,"Persistent Weak Layer",Array,"Park City Ridgeline","UAC Staff",Array
88915,https://utahavalanchecenter.org/observation/88915,North,20241127,9900,40.629949869949,-111.5701158285,"Talty, Larson",1,0,1,"Persistent Weak Layer",Array,"Park City Ridgeline","UAC Staff",Array
88864,https://utahavalanchecenter.org/observation/88864,North,20241126,9600,40.596773376972,-111.5685708761,"Champion & Andrews",0,0,1,"Persistent Weak Layer",Array,"Hidden Canyon","UAC Staff",Array
88865,https://utahavalanchecenter.org/observation/88865,,20241125,9700,40.613338231134,-111.55844285486,"Champion & Whitefields",0,0,0,,Array,"Scotts Backdoor","UAC Staff",Array
88769,https://utahavalanchecenter.org/observation/88769,East,20241124,9800,40.629597708205,-111.5685708761,"Manship & Collett",1,0,1,"Wind Drifted Snow",Array,"Park City Ridgeline","UAC Staff",Array
88761,https://utahavalanchecenter.org/observation/88761,Southeast,20241124,10800,40.560132461261,-111.64487822565,"Kelly, Snowbird Snow Safety",0,0,1,,Array,"Mineral Basin","UAC Staff",Array
88756,https://utahavalanchecenter.org/observation/88756,,20241124,10300,40.601490073646,-111.55908575864,Hardesty,1,0,0,,Array,10420,"UAC Staff",Array
88698,https://utahavalanchecenter.org/observation/88698,,20241122,9900,40.624250931989,-111.56694009302,"Greg Gagne",1,1,0,,Array,"Park City Ridgeline","UAC Staff",Array
88696,https://utahavalanchecenter.org/observation/88696,East,20241122,10200,40.591269686926,-111.60828902719,"M. Talty",1,0,1,,Array,"Twin Lakes Pass","UAC Staff",Array
88670,https://utahavalanchecenter.org/observation/88670,Northwest,20241121,10200,40.579584432258,-111.5984170011,"Kelly, Pagnucco",1,0,1,,Array,"Catherine's Pass","UAC Staff",Array
88652,https://utahavalanchecenter.org/observation/88652,East,20241120,8700,40.609545853852,-111.65680482385,"Champion & Miller",0,0,1,,Array,"Cardiff Fork","UAC Staff",Array
88632,https://utahavalanchecenter.org/observation/88632,,20241119,9900,40.600895465448,-111.66600866824,"Mark White",0,1,0,,Array,"Cardiac Ridge","UAC Staff",Array
88554,https://utahavalanchecenter.org/observation/88554,,20241116,10400,40.578112255069,-111.59835412501,Gagne,1,0,0,,Array,"Catherine's Pass","UAC Staff",Array
88538,https://utahavalanchecenter.org/observation/88538,North,20241115,9800,40.621372823258,-111.56112356695,Hardesty,1,0,1,,Array,"Fat City","UAC Staff",Array
88537,https://utahavalanchecenter.org/observation/88537,,20241115,Unknown,0,0,Meisenheimer,0,1,0,,Array,"Alta Ski Area","UAC Staff",Array
88503,https://utahavalanchecenter.org/observation/88503,North,20241114,9900,40.59977103193,-111.6210682562,Kelly,1,0,1,,Array,"Silver Fork","UAC Staff",Array
88483,https://utahavalanchecenter.org/observation/88483,,20241113,10900,40.568443557285,-111.6371495962,"UAC Staff",1,0,0,,Array,Baldy,"UAC Staff",Array
